"","time","a_temp","a_rh","dew_point","serial_no","logger"
"1",2019-04-03 16:00:00,22.5,30.5,4.3,"010150511","L1"
"2",2019-04-03 16:15:00,22,31.5,4.3,"010150511","L1"
"3",2019-04-03 16:30:00,21,32,3.7,"010150511","L1"
"4",2019-04-03 16:45:00,20,33.5,3.5,"010150511","L1"
"5",2019-04-03 17:00:00,20,33.5,3.5,"010150511","L1"
"6",2019-04-03 17:15:00,20,33.5,3.5,"010150511","L1"
"7",2019-04-03 17:30:00,20.5,33,3.7,"010150511","L1"
"8",2019-04-03 17:45:00,19.5,34.5,3.4,"010150511","L1"
"9",2019-04-03 18:00:00,20,34.5,3.9,"010150511","L1"
"10",2019-04-03 18:15:00,20,35,4.1,"010150511","L1"
"11",2019-04-03 18:30:00,19,37,4,"010150511","L1"
"12",2019-04-03 18:45:00,19.5,37,4.4,"010150511","L1"
"13",2019-04-03 19:00:00,19,37.5,4.2,"010150511","L1"
"14",2019-04-03 19:15:00,18,38.5,3.7,"010150511","L1"
"15",2019-04-03 19:30:00,17.5,38,3,"010150511","L1"
"16",2019-04-03 19:45:00,17,38.5,2.8,"010150511","L1"
"17",2019-04-03 20:00:00,17,39.5,3.1,"010150511","L1"
"18",2019-04-03 20:15:00,16.5,39.5,2.7,"010150511","L1"
"19",2019-04-03 20:30:00,16,41,2.8,"010150511","L1"
"20",2019-04-03 20:45:00,15.5,43,3,"010150511","L1"
"21",2019-04-03 21:00:00,15.5,44.5,3.5,"010150511","L1"
"22",2019-04-03 21:15:00,15,45,3.2,"010150511","L1"
"23",2019-04-03 21:30:00,15,45,3.2,"010150511","L1"
"24",2019-04-03 21:45:00,15,45.5,3.3,"010150511","L1"
"25",2019-04-03 22:00:00,14.5,46,3,"010150511","L1"
"26",2019-04-03 22:15:00,14,48,3.2,"010150511","L1"
"27",2019-04-03 22:30:00,13.5,48.5,2.9,"010150511","L1"
"28",2019-04-03 22:45:00,13.5,49.5,3.2,"010150511","L1"
"29",2019-04-03 23:00:00,13,51.5,3.3,"010150511","L1"
"30",2019-04-03 23:15:00,13,53,3.7,"010150511","L1"
"31",2019-04-03 23:30:00,12.5,54,3.5,"010150511","L1"
"32",2019-04-03 23:45:00,12,55,3.3,"010150511","L1"
"33",2019-04-04 00:00:00,11.5,55.5,2.9,"010150511","L1"
"34",2019-04-04 00:15:00,11.5,57,3.3,"010150511","L1"
"35",2019-04-04 00:30:00,11,58,3.1,"010150511","L1"
"36",2019-04-04 00:45:00,11,58.5,3.2,"010150511","L1"
"37",2019-04-04 01:00:00,10.5,60,3.1,"010150511","L1"
"38",2019-04-04 01:15:00,10.5,60.5,3.2,"010150511","L1"
"39",2019-04-04 01:30:00,10.5,60.5,3.2,"010150511","L1"
"40",2019-04-04 01:45:00,10.5,60.5,3.2,"010150511","L1"
"41",2019-04-04 02:00:00,10.5,61,3.3,"010150511","L1"
"42",2019-04-04 02:15:00,11,60.5,3.7,"010150511","L1"
"43",2019-04-04 02:30:00,10.5,61,3.3,"010150511","L1"
"44",2019-04-04 02:45:00,10.5,61.5,3.4,"010150511","L1"
"45",2019-04-04 03:00:00,10.5,62,3.5,"010150511","L1"
"46",2019-04-04 03:15:00,10.5,62,3.5,"010150511","L1"
"47",2019-04-04 03:30:00,9.5,63,2.8,"010150511","L1"
"48",2019-04-04 03:45:00,10,63.5,3.4,"010150511","L1"
"49",2019-04-04 04:00:00,10,63,3.3,"010150511","L1"
"50",2019-04-04 04:15:00,10,63,3.3,"010150511","L1"
"51",2019-04-04 04:30:00,9.5,64,3,"010150511","L1"
"52",2019-04-04 04:45:00,9,64.5,2.7,"010150511","L1"
"53",2019-04-04 05:00:00,9,65.5,2.9,"010150511","L1"
"54",2019-04-04 05:15:00,9,65,2.8,"010150511","L1"
"55",2019-04-04 05:30:00,9,65.5,2.9,"010150511","L1"
"56",2019-04-04 05:45:00,9,65.5,2.9,"010150511","L1"
"57",2019-04-04 06:00:00,9,65.5,2.9,"010150511","L1"
"58",2019-04-04 06:15:00,9,65,2.8,"010150511","L1"
"59",2019-04-04 06:30:00,9,66,3,"010150511","L1"
"60",2019-04-04 06:45:00,9,65.5,2.9,"010150511","L1"
"61",2019-04-04 07:00:00,9,66.5,3.1,"010150511","L1"
"62",2019-04-04 07:15:00,9,66.5,3.1,"010150511","L1"
"63",2019-04-04 07:30:00,9,66,3,"010150511","L1"
"64",2019-04-04 07:45:00,9.5,65.5,3.4,"010150511","L1"
"65",2019-04-04 08:00:00,10,65.5,3.8,"010150511","L1"
"66",2019-04-04 08:15:00,10,64.5,3.6,"010150511","L1"
"67",2019-04-04 08:30:00,10.5,63.5,3.9,"010150511","L1"
"68",2019-04-04 08:45:00,11,61.5,3.9,"010150511","L1"
"69",2019-04-04 09:00:00,12,60.5,4.6,"010150511","L1"
"70",2019-04-04 09:15:00,12.5,58,4.5,"010150511","L1"
"71",2019-04-04 09:30:00,17,50,6.5,"010150511","L1"
"72",2019-04-04 09:45:00,23,38.5,8.1,"010150511","L1"
"73",2019-04-04 10:00:00,23,36.5,7.3,"010150511","L1"
"74",2019-04-04 10:15:00,21,38.5,6.3,"010150511","L1"
"75",2019-04-04 10:30:00,19.5,40.5,5.7,"010150511","L1"
"76",2019-04-04 10:45:00,21,39,6.5,"010150511","L1"
"77",2019-04-04 11:00:00,23.5,36.5,7.8,"010150511","L1"
"78",2019-04-04 11:15:00,21,38,6.2,"010150511","L1"
"79",2019-04-04 11:30:00,20,40,6,"010150511","L1"
"80",2019-04-04 11:45:00,21,39,6.5,"010150511","L1"
"81",2019-04-04 12:00:00,26,33,8.5,"010150511","L1"
"82",2019-04-04 12:15:00,25,32,7.2,"010150511","L1"
"83",2019-04-04 12:30:00,25.5,31,7.1,"010150511","L1"
"84",2019-04-04 12:45:00,26.5,30,7.5,"010150511","L1"
"85",2019-04-04 13:00:00,26.5,30,7.5,"010150511","L1"
"86",2019-04-04 13:15:00,27.5,29,7.9,"010150511","L1"
"87",2019-04-04 13:30:00,28.5,28.5,8.5,"010150511","L1"
"88",2019-04-04 13:45:00,25,31,6.7,"010150511","L1"
"89",2019-04-04 14:00:00,22.5,34,5.9,"010150511","L1"
"90",2019-04-04 14:15:00,21.5,36.5,6,"010150511","L1"
"91",2019-04-04 14:30:00,26.5,32.5,8.7,"010150511","L1"
"92",2019-04-04 14:45:00,24,34,7.2,"010150511","L1"
"93",2019-04-04 15:00:00,24.5,32.5,7,"010150511","L1"
"94",2019-04-04 15:15:00,23.5,34.5,7,"010150511","L1"
"95",2019-04-04 15:30:00,21,36.5,5.6,"010150511","L1"
"96",2019-04-04 15:45:00,21,38,6.2,"010150511","L1"
"97",2019-04-04 16:00:00,21.5,37.5,6.4,"010150511","L1"
"98",2019-04-04 16:15:00,25.5,32,7.6,"010150511","L1"
"99",2019-04-04 16:30:00,22.5,35.5,6.5,"010150511","L1"
"100",2019-04-04 16:45:00,25,32,7.2,"010150511","L1"
"101",2019-04-04 17:00:00,26,31,7.6,"010150511","L1"
"102",2019-04-04 17:15:00,21.5,36,5.8,"010150511","L1"
"103",2019-04-04 17:30:00,19,40,5.1,"010150511","L1"
"104",2019-04-04 17:45:00,19.5,39.5,5.4,"010150511","L1"
"105",2019-04-04 18:00:00,18.5,41,5,"010150511","L1"
"106",2019-04-04 18:15:00,18.5,41.5,5.2,"010150511","L1"
"107",2019-04-04 18:30:00,18,42,4.9,"010150511","L1"
"108",2019-04-04 18:45:00,18,43.5,5.4,"010150511","L1"
"109",2019-04-04 19:00:00,18,43,5.2,"010150511","L1"
"110",2019-04-04 19:15:00,17,44,4.7,"010150511","L1"
"111",2019-04-04 19:30:00,16.5,45,4.5,"010150511","L1"
"112",2019-04-04 19:45:00,16.5,45.5,4.7,"010150511","L1"
"113",2019-04-04 20:00:00,16,46,4.4,"010150511","L1"
"114",2019-04-04 20:15:00,16,46.5,4.6,"010150511","L1"
"115",2019-04-04 20:30:00,15.5,48,4.5,"010150511","L1"
"116",2019-04-04 20:45:00,15.5,48,4.5,"010150511","L1"
"117",2019-04-04 21:00:00,15,48.5,4.2,"010150511","L1"
"118",2019-04-04 21:15:00,15.5,48.5,4.7,"010150511","L1"
"119",2019-04-04 21:30:00,15.5,48.5,4.7,"010150511","L1"
"120",2019-04-04 21:45:00,15,49,4.4,"010150511","L1"
"121",2019-04-04 22:00:00,15,49.5,4.5,"010150511","L1"
"122",2019-04-04 22:15:00,14.5,50,4.2,"010150511","L1"
"123",2019-04-04 22:30:00,14,51.5,4.2,"010150511","L1"
"124",2019-04-04 22:45:00,14,51.5,4.2,"010150511","L1"
"125",2019-04-04 23:00:00,13.5,52,3.8,"010150511","L1"
"126",2019-04-04 23:15:00,13.5,52.5,4,"010150511","L1"
"127",2019-04-04 23:30:00,13,53.5,3.8,"010150511","L1"
"128",2019-04-04 23:45:00,13,53.5,3.8,"010150511","L1"
"129",2019-04-05 00:00:00,13,54,3.9,"010150511","L1"
"130",2019-04-05 00:15:00,12.5,55,3.7,"010150511","L1"
"131",2019-04-05 00:30:00,12,56,3.5,"010150511","L1"
"132",2019-04-05 00:45:00,12,56,3.5,"010150511","L1"
"133",2019-04-05 01:00:00,11.5,57.5,3.4,"010150511","L1"
"134",2019-04-05 01:15:00,11,59,3.3,"010150511","L1"
"135",2019-04-05 01:30:00,11,58.5,3.2,"010150511","L1"
"136",2019-04-05 01:45:00,11,59,3.3,"010150511","L1"
"137",2019-04-05 02:00:00,11,59,3.3,"010150511","L1"
"138",2019-04-05 02:15:00,10.5,59.5,3,"010150511","L1"
"139",2019-04-05 02:30:00,9.5,63,2.8,"010150511","L1"
"140",2019-04-05 02:45:00,9,65.5,2.9,"010150511","L1"
"141",2019-04-05 03:00:00,9.5,65,3.3,"010150511","L1"
"142",2019-04-05 03:15:00,9.5,64.5,3.2,"010150511","L1"
"143",2019-04-05 03:30:00,9.5,64.5,3.2,"010150511","L1"
"144",2019-04-05 03:45:00,9,66.5,3.1,"010150511","L1"
"145",2019-04-05 04:00:00,8.5,68,2.9,"010150511","L1"
"146",2019-04-05 04:15:00,8.5,69.5,3.3,"010150511","L1"
"147",2019-04-05 04:30:00,8.5,69,3.1,"010150511","L1"
"148",2019-04-05 04:45:00,7.5,71,2.6,"010150511","L1"
"149",2019-04-05 05:00:00,8,70,2.9,"010150511","L1"
"150",2019-04-05 05:15:00,8.5,70,3.4,"010150511","L1"
"151",2019-04-05 05:30:00,9,67.5,3.3,"010150511","L1"
"152",2019-04-05 05:45:00,9,68.5,3.5,"010150511","L1"
"153",2019-04-05 06:00:00,8.5,69,3.1,"010150511","L1"
"154",2019-04-05 06:15:00,8,69.5,2.8,"010150511","L1"
"155",2019-04-05 06:30:00,8,70.5,3,"010150511","L1"
"156",2019-04-05 06:45:00,8,70.5,3,"010150511","L1"
"157",2019-04-05 07:00:00,8,70,2.9,"010150511","L1"
"158",2019-04-05 07:15:00,8.5,69.5,3.3,"010150511","L1"
"159",2019-04-05 07:30:00,9,67,3.2,"010150511","L1"
"160",2019-04-05 07:45:00,10,65,3.7,"010150511","L1"
"161",2019-04-05 08:00:00,10.5,62.5,3.7,"010150511","L1"
"162",2019-04-05 08:15:00,11,60.5,3.7,"010150511","L1"
"163",2019-04-05 08:30:00,11,59,3.3,"010150511","L1"
"164",2019-04-05 08:45:00,12,57.5,3.9,"010150511","L1"
"165",2019-04-05 09:00:00,13,55,4.2,"010150511","L1"
"166",2019-04-05 09:15:00,13,53.5,3.8,"010150511","L1"
"167",2019-04-05 09:30:00,19,44.5,6.6,"010150511","L1"
"168",2019-04-05 09:45:00,23,37,7.5,"010150511","L1"
"169",2019-04-05 10:00:00,24.5,34.5,7.8,"010150511","L1"
"170",2019-04-05 10:15:00,24,34.5,7.4,"010150511","L1"
"171",2019-04-05 10:30:00,22,36.5,6.5,"010150511","L1"
"172",2019-04-05 10:45:00,23,34.5,6.5,"010150511","L1"
"173",2019-04-05 11:00:00,25.5,32,7.6,"010150511","L1"
"174",2019-04-05 11:15:00,25.5,31.5,7.4,"010150511","L1"
"175",2019-04-05 11:30:00,25.5,30.5,6.9,"010150511","L1"
"176",2019-04-05 11:45:00,26,31.5,7.8,"010150511","L1"
"177",2019-04-05 12:00:00,27,28.5,7.2,"010150511","L1"
"178",2019-04-05 12:15:00,25,32,7.2,"010150511","L1"
"179",2019-04-05 12:30:00,21.5,35,5.4,"010150511","L1"
"180",2019-04-05 12:45:00,22,35,5.8,"010150511","L1"
"181",2019-04-05 13:00:00,25.5,31,7.1,"010150511","L1"
"182",2019-04-05 13:15:00,22,34.5,5.6,"010150511","L1"
"183",2019-04-05 13:30:00,22.5,35.5,6.5,"010150511","L1"
"184",2019-04-05 13:45:00,22.5,35,6.3,"010150511","L1"
"185",2019-04-05 14:00:00,22,35.5,6.1,"010150511","L1"
"186",2019-04-05 14:15:00,21.5,36,5.8,"010150511","L1"
"187",2019-04-05 14:30:00,23.5,37,8,"010150511","L1"
"188",2019-04-05 14:45:00,22,36,6.3,"010150511","L1"
"189",2019-04-05 15:00:00,21,36.5,5.6,"010150511","L1"
"190",2019-04-05 15:15:00,22,36,6.3,"010150511","L1"
"191",2019-04-05 15:30:00,20.5,36.5,5.1,"010150511","L1"
"192",2019-04-05 15:45:00,19,40.5,5.3,"010150511","L1"
"193",2019-04-05 16:00:00,16.5,45,4.5,"010150511","L1"
"194",2019-04-05 16:15:00,14.5,57.5,6.2,"010150511","L1"
"195",2019-04-05 16:30:00,13,65,6.6,"010150511","L1"
"196",2019-04-05 16:45:00,12,69,6.5,"010150511","L1"
"197",2019-04-05 17:00:00,11.5,73,6.8,"010150511","L1"
"198",2019-04-05 17:15:00,11.5,75.5,7.3,"010150511","L1"
"199",2019-04-05 17:30:00,11,78,7.3,"010150511","L1"
"200",2019-04-05 17:45:00,11,80,7.7,"010150511","L1"
"201",2019-04-05 18:00:00,10.5,81.5,7.5,"010150511","L1"
"202",2019-04-05 18:15:00,10.5,82.5,7.7,"010150511","L1"
"203",2019-04-05 18:30:00,10.5,83.5,7.8,"010150511","L1"
"204",2019-04-05 18:45:00,10.5,85,8.1,"010150511","L1"
"205",2019-04-05 19:00:00,10.5,84.5,8,"010150511","L1"
"206",2019-04-05 19:15:00,10,85,7.6,"010150511","L1"
"207",2019-04-05 19:30:00,10,85,7.6,"010150511","L1"
"208",2019-04-05 19:45:00,10.5,84.5,8,"010150511","L1"
"209",2019-04-05 20:00:00,10.5,84.5,8,"010150511","L1"
"210",2019-04-05 20:15:00,10,85,7.6,"010150511","L1"
"211",2019-04-05 20:30:00,10,86,7.8,"010150511","L1"
"212",2019-04-05 20:45:00,10,86,7.8,"010150511","L1"
"213",2019-04-05 21:00:00,10.5,86,8.3,"010150511","L1"
"214",2019-04-05 21:15:00,10.5,86.5,8.3,"010150511","L1"
"215",2019-04-05 21:30:00,10.5,86.5,8.3,"010150511","L1"
"216",2019-04-05 21:45:00,10,87,7.9,"010150511","L1"
"217",2019-04-05 22:00:00,10.5,87,8.4,"010150511","L1"
"218",2019-04-05 22:15:00,10.5,87,8.4,"010150511","L1"
"219",2019-04-05 22:30:00,10.5,87,8.4,"010150511","L1"
"220",2019-04-05 22:45:00,10.5,87.5,8.5,"010150511","L1"
"221",2019-04-05 23:00:00,10,88,8.1,"010150511","L1"
"222",2019-04-05 23:15:00,10.5,88.5,8.7,"010150511","L1"
"223",2019-04-05 23:30:00,10.5,88,8.6,"010150511","L1"
"224",2019-04-05 23:45:00,10.5,88,8.6,"010150511","L1"
"225",2019-04-06 00:00:00,10.5,88.5,8.7,"010150511","L1"
"226",2019-04-06 00:15:00,10.5,88.5,8.7,"010150511","L1"
"227",2019-04-06 00:30:00,10.5,88.5,8.7,"010150511","L1"
"228",2019-04-06 00:45:00,10.5,88.5,8.7,"010150511","L1"
"229",2019-04-06 01:00:00,10.5,89,8.8,"010150511","L1"
"230",2019-04-06 01:15:00,10,89.5,8.4,"010150511","L1"
"231",2019-04-06 01:30:00,10,90,8.4,"010150511","L1"
"232",2019-04-06 01:45:00,10,90,8.4,"010150511","L1"
"233",2019-04-06 02:00:00,9.5,89,7.8,"010150511","L1"
"234",2019-04-06 02:15:00,9.5,89,7.8,"010150511","L1"
"235",2019-04-06 02:30:00,9.5,88.5,7.7,"010150511","L1"
"236",2019-04-06 02:45:00,9,88.5,7.2,"010150511","L1"
"237",2019-04-06 03:00:00,9,87.5,7,"010150511","L1"
"238",2019-04-06 03:15:00,9,87.5,7,"010150511","L1"
"239",2019-04-06 03:30:00,8.5,88.5,6.7,"010150511","L1"
"240",2019-04-06 03:45:00,8.5,87.5,6.5,"010150511","L1"
"241",2019-04-06 04:00:00,8.5,87.5,6.5,"010150511","L1"
"242",2019-04-06 04:15:00,8.5,87,6.5,"010150511","L1"
"243",2019-04-06 04:30:00,8.5,87.5,6.5,"010150511","L1"
"244",2019-04-06 04:45:00,8.5,87,6.5,"010150511","L1"
"245",2019-04-06 05:00:00,8.5,87.5,6.5,"010150511","L1"
"246",2019-04-06 05:15:00,8.5,88,6.6,"010150511","L1"
"247",2019-04-06 05:30:00,8.5,87,6.5,"010150511","L1"
"248",2019-04-06 05:45:00,8.5,86.5,6.4,"010150511","L1"
"249",2019-04-06 06:00:00,8.5,86.5,6.4,"010150511","L1"
"250",2019-04-06 06:15:00,8.5,86,6.3,"010150511","L1"
"251",2019-04-06 06:30:00,8.5,86.5,6.4,"010150511","L1"
"252",2019-04-06 06:45:00,8.5,87,6.5,"010150511","L1"
"253",2019-04-06 07:00:00,8.5,87,6.5,"010150511","L1"
"254",2019-04-06 07:15:00,9,85.5,6.7,"010150511","L1"
"255",2019-04-06 07:30:00,9,85,6.6,"010150511","L1"
"256",2019-04-06 07:45:00,9,85,6.6,"010150511","L1"
"257",2019-04-06 08:00:00,9.5,84,6.9,"010150511","L1"
"258",2019-04-06 08:15:00,9.5,82.5,6.7,"010150511","L1"
"259",2019-04-06 08:30:00,9.5,80.5,6.3,"010150511","L1"
"260",2019-04-06 08:45:00,9.5,80.5,6.3,"010150511","L1"
"261",2019-04-06 09:00:00,10,78,6.3,"010150511","L1"
"262",2019-04-06 09:15:00,11,76,6.9,"010150511","L1"
"263",2019-04-06 09:30:00,12.5,73,7.8,"010150511","L1"
"264",2019-04-06 09:45:00,17,62,9.7,"010150511","L1"
"265",2019-04-06 10:00:00,14.5,63.5,7.7,"010150511","L1"
"266",2019-04-06 10:15:00,19.5,55,10.2,"010150511","L1"
"267",2019-04-06 10:30:00,18,52,8,"010150511","L1"
"268",2019-04-06 10:45:00,16.5,55.5,7.6,"010150511","L1"
"269",2019-04-06 11:00:00,17.5,55,8.4,"010150511","L1"
"270",2019-04-06 11:15:00,21,50.5,10.3,"010150511","L1"
"271",2019-04-06 11:30:00,18,50.5,7.6,"010150511","L1"
"272",2019-04-06 11:45:00,17,50.5,6.7,"010150511","L1"
"273",2019-04-06 12:00:00,17,51,6.8,"010150511","L1"
"274",2019-04-06 12:15:00,20.5,43.5,7.7,"010150511","L1"
"275",2019-04-06 12:30:00,17,49.5,6.4,"010150511","L1"
"276",2019-04-06 12:45:00,17,52.5,7.2,"010150511","L1"
"277",2019-04-06 13:00:00,21.5,41.5,7.9,"010150511","L1"
"278",2019-04-06 13:15:00,20,42.5,6.9,"010150511","L1"
"279",2019-04-06 13:30:00,19.5,44.5,7.1,"010150511","L1"
"280",2019-04-06 13:45:00,20,47.5,8.5,"010150511","L1"
"281",2019-04-06 14:00:00,17.5,46.5,5.9,"010150511","L1"
"282",2019-04-06 14:15:00,17,47.5,5.8,"010150511","L1"
"283",2019-04-06 14:30:00,21,43.5,8.1,"010150511","L1"
"284",2019-04-06 14:45:00,22,41.5,8.3,"010150511","L1"
"285",2019-04-06 15:00:00,25.5,34,8.5,"010150511","L1"
"286",2019-04-06 15:15:00,22.5,37.5,7.3,"010150511","L1"
"287",2019-04-06 15:30:00,21.5,37.5,6.4,"010150511","L1"
"288",2019-04-06 15:45:00,22,40,7.8,"010150511","L1"
"289",2019-04-06 16:00:00,21.5,36.5,6,"010150511","L1"
"290",2019-04-06 16:15:00,20,42,6.7,"010150511","L1"
"291",2019-04-06 16:30:00,27.5,31.5,9.1,"010150511","L1"
"292",2019-04-06 16:45:00,23,35.5,6.9,"010150511","L1"
"293",2019-04-06 17:00:00,17,41.5,3.8,"010150511","L1"
"294",2019-04-06 17:15:00,16.5,44,4.2,"010150511","L1"
"295",2019-04-06 17:30:00,16,46,4.4,"010150511","L1"
"296",2019-04-06 17:45:00,18.5,40.5,4.8,"010150511","L1"
"297",2019-04-06 18:00:00,15.5,47.5,4.4,"010150511","L1"
"298",2019-04-06 18:15:00,15,48,4.1,"010150511","L1"
"299",2019-04-06 18:30:00,14,51,4,"010150511","L1"
"300",2019-04-06 18:45:00,13,54,3.9,"010150511","L1"
"301",2019-04-06 19:00:00,12.5,55,3.7,"010150511","L1"
"302",2019-04-06 19:15:00,12.5,55,3.7,"010150511","L1"
"303",2019-04-06 19:30:00,12,56,3.5,"010150511","L1"
"304",2019-04-06 19:45:00,12,56.5,3.6,"010150511","L1"
"305",2019-04-06 20:00:00,11.5,58,3.5,"010150511","L1"
"306",2019-04-06 20:15:00,11,59.5,3.4,"010150511","L1"
"307",2019-04-06 20:30:00,11,61.5,3.9,"010150511","L1"
"308",2019-04-06 20:45:00,10,63.5,3.4,"010150511","L1"
"309",2019-04-06 21:00:00,10,65,3.7,"010150511","L1"
"310",2019-04-06 21:15:00,10,66,4,"010150511","L1"
"311",2019-04-06 21:30:00,9.5,68,3.9,"010150511","L1"
"312",2019-04-06 21:45:00,9.5,68.5,4,"010150511","L1"
"313",2019-04-06 22:00:00,9.5,69.5,4.2,"010150511","L1"
"314",2019-04-06 22:15:00,9,69.5,3.7,"010150511","L1"
"315",2019-04-06 22:30:00,8.5,71.5,3.7,"010150511","L1"
"316",2019-04-06 22:45:00,9,71.5,4.1,"010150511","L1"
"317",2019-04-06 23:00:00,8.5,72.5,3.8,"010150511","L1"
"318",2019-04-06 23:15:00,8.5,73,3.9,"010150511","L1"
"319",2019-04-06 23:30:00,8,73.5,3.6,"010150511","L1"
"320",2019-04-06 23:45:00,8,75,3.8,"010150511","L1"
"321",2019-04-07 00:00:00,7.5,75.5,3.5,"010150511","L1"
"322",2019-04-07 00:15:00,7.5,76.5,3.6,"010150511","L1"
"323",2019-04-07 00:30:00,7.5,77.5,3.8,"010150511","L1"
"324",2019-04-07 00:45:00,7,80,3.8,"010150511","L1"
"325",2019-04-07 01:00:00,8,78,4.4,"010150511","L1"
"326",2019-04-07 01:15:00,8.5,77.5,4.8,"010150511","L1"
"327",2019-04-07 01:30:00,8.5,76.5,4.6,"010150511","L1"
"328",2019-04-07 01:45:00,9,76,5,"010150511","L1"
"329",2019-04-07 02:00:00,9,75,4.8,"010150511","L1"
"330",2019-04-07 02:15:00,9.5,74,5.1,"010150511","L1"
"331",2019-04-07 02:30:00,9,74,4.6,"010150511","L1"
"332",2019-04-07 02:45:00,9,75,4.8,"010150511","L1"
"333",2019-04-07 03:00:00,9,75.5,4.9,"010150511","L1"
"334",2019-04-07 03:15:00,8.5,76,4.5,"010150511","L1"
"335",2019-04-07 03:30:00,8.5,76,4.5,"010150511","L1"
"336",2019-04-07 03:45:00,9,76,5,"010150511","L1"
"337",2019-04-07 04:00:00,9.5,75.5,5.4,"010150511","L1"
"338",2019-04-07 04:15:00,9.5,74.5,5.2,"010150511","L1"
"339",2019-04-07 04:30:00,9.5,74,5.1,"010150511","L1"
"340",2019-04-07 04:45:00,9.5,74.5,5.2,"010150511","L1"
"341",2019-04-07 05:00:00,9.5,74.5,5.2,"010150511","L1"
"342",2019-04-07 05:15:00,9,76,5,"010150511","L1"
"343",2019-04-07 05:30:00,8.5,77.5,4.8,"010150511","L1"
"344",2019-04-07 05:45:00,8,79,4.6,"010150511","L1"
"345",2019-04-07 06:00:00,7.5,79.5,4.2,"010150511","L1"
"346",2019-04-07 06:15:00,7,80.5,3.9,"010150511","L1"
"347",2019-04-07 06:30:00,7,80,3.8,"010150511","L1"
"348",2019-04-07 06:45:00,7,81,4,"010150511","L1"
"349",2019-04-07 07:00:00,7,81.5,4.1,"010150511","L1"
"350",2019-04-07 07:15:00,7,81.5,4.1,"010150511","L1"
"351",2019-04-07 07:30:00,7.5,81.5,4.5,"010150511","L1"
"352",2019-04-07 07:45:00,8,81,4.9,"010150511","L1"
"353",2019-04-07 08:00:00,8.5,79,5.1,"010150511","L1"
"354",2019-04-07 08:15:00,9.5,76.5,5.6,"010150511","L1"
"355",2019-04-07 08:30:00,10.5,73,5.9,"010150511","L1"
"356",2019-04-07 08:45:00,10.5,72,5.7,"010150511","L1"
"357",2019-04-07 09:00:00,11,71,6,"010150511","L1"
"358",2019-04-07 09:15:00,12.5,67.5,6.7,"010150511","L1"
"359",2019-04-07 09:30:00,14,64,7.3,"010150511","L1"
"360",2019-04-07 09:45:00,13.5,63.5,6.7,"010150511","L1"
"361",2019-04-07 10:00:00,13.5,64,6.8,"010150511","L1"
"362",2019-04-07 10:15:00,16,59,8,"010150511","L1"
"363",2019-04-07 10:30:00,17.5,56,8.6,"010150511","L1"
"364",2019-04-07 10:45:00,18,54.5,8.7,"010150511","L1"
"365",2019-04-07 11:00:00,23,46.5,10.9,"010150511","L1"
"366",2019-04-07 11:15:00,21,50,10.2,"010150511","L1"
"367",2019-04-07 11:30:00,25,41,10.8,"010150511","L1"
"368",2019-04-07 11:45:00,24.5,41,10.4,"010150511","L1"
"369",2019-04-07 12:00:00,24,40.5,9.8,"010150511","L1"
"370",2019-04-07 12:15:00,24.5,40.5,10.2,"010150511","L1"
"371",2019-04-07 12:30:00,25,38,9.7,"010150511","L1"
"372",2019-04-07 12:45:00,23.5,39.5,8.9,"010150511","L1"
"373",2019-04-07 13:00:00,22.5,40,8.2,"010150511","L1"
"374",2019-04-07 13:15:00,22.5,40,8.2,"010150511","L1"
"375",2019-04-07 13:30:00,23.5,41.5,9.7,"010150511","L1"
"376",2019-04-07 13:45:00,27,36,10.7,"010150511","L1"
"377",2019-04-07 14:00:00,27.5,36.5,11.3,"010150511","L1"
"378",2019-04-07 14:15:00,28,33.5,10.5,"010150511","L1"
"379",2019-04-07 14:30:00,25,37.5,9.5,"010150511","L1"
"380",2019-04-07 14:45:00,23.5,38.5,8.6,"010150511","L1"
"381",2019-04-07 15:00:00,24,41,9.9,"010150511","L1"
"382",2019-04-07 15:15:00,24,37.5,8.6,"010150511","L1"
"383",2019-04-07 15:30:00,23.5,39,8.8,"010150511","L1"
"384",2019-04-07 15:45:00,23,38.5,8.1,"010150511","L1"
"385",2019-04-07 16:00:00,24.5,38,9.3,"010150511","L1"
"386",2019-04-07 16:15:00,24,37.5,8.6,"010150511","L1"
"387",2019-04-07 16:30:00,25.5,35.5,9.1,"010150511","L1"
"388",2019-04-07 16:45:00,29,33.5,11.3,"010150511","L1"
"389",2019-04-07 17:00:00,28.5,30,9.2,"010150511","L1"
"390",2019-04-07 17:15:00,27,32.5,9.1,"010150511","L1"
"391",2019-04-07 17:30:00,30,29.5,10.3,"010150511","L1"
"392",2019-04-07 17:45:00,24.5,34,7.6,"010150511","L1"
"393",2019-04-07 18:00:00,22,38.5,7.2,"010150511","L1"
"394",2019-04-07 18:15:00,20.5,40,6.4,"010150511","L1"
"395",2019-04-07 18:30:00,19.5,42.5,6.4,"010150511","L1"
"396",2019-04-07 18:45:00,18.5,45,6.4,"010150511","L1"
"397",2019-04-07 19:00:00,17.5,47,6.1,"010150511","L1"
"398",2019-04-07 19:15:00,17,47.5,5.8,"010150511","L1"
"399",2019-04-07 19:30:00,16.5,48.5,5.6,"010150511","L1"
"400",2019-04-07 19:45:00,16,50,5.6,"010150511","L1"
